analysis,experiment_id,direction,group,role,rel_offset,chain,block_number,block_ts,gas_used,gas_limit,gas_ratio,tx_count,base_fee_gwei,a2m_ms,iris_wait_ms,err
probe2,132,withdraw,,mint,0,arb,471618287,1780991182,618706,1125899906842624,5.495213173389857e-10,8,0.020022,1503,5497,
probe2,133,withdraw,,burn,0,hevm,37349959,1780992975,247525,3000000,0.08250833333333334,9,0.1,846,5154,
probe2,133,withdraw,,mint,0,arb,471625484,1780992981,259806,1125899906842624,2.3075408250861074e-10,5,0.02002,846,5154,
probe2,134,withdraw,,burn,0,hevm,37353115,1780996080,1216571,3000000,0.40552366666666667,8,0.502045852,2204,3796,
probe2,134,withdraw,,mint,0,arb,471637912,1780996086,1041506,1125899906842624,9.250431531881986e-10,10,0.02007,2204,3796,
probe2,135,withdraw,,burn,0,hevm,37357495,1781000388,269788,3000000,0.08992933333333333,3,0.1,0,6000,
probe2,135,withdraw,,mint,0,arb,471655148,1781000394,707970,1125899906842624,6.288036757950977e-10,5,0.02,0,6000,
probe2,136,withdraw,,burn,0,hevm,37360796,1781003635,236678,3000000,0.07889266666666667,4,0.216839718,1067,5933,
probe2,136,withdraw,,mint,0,arb,471668076,1781003642,1757992,1125899906842624,1.5614105564054626e-09,5,0.02,1067,5933,
probe2,137,withdraw,,burn,0,hevm,37362009,1781004828,135602,3000000,0.04520066666666667,6,0.124453686,873,5127,
probe2,137,withdraw,,mint,0,arb,471672816,1781004834,4264952,1125899906842624,3.7880383274568885e-09,5,0.020006,873,5127,
probe2,138,withdraw,,burn,0,hevm,37364871,1781007643,1197759,3000000,0.399253,7,0.197696913,0,8000,
probe2,138,withdraw,,mint,0,arb,471684047,1781007651,292305,1125899906842624,2.596189929704451e-10,3,0.020024,0,8000,
probe2,139,withdraw,,burn,0,hevm,37368225,1781010942,155671,3000000,0.05189033333333333,5,0.1,242,5758,
probe2,139,withdraw,,mint,0,arb,471697222,1781010948,3107385,1125899906842624,2.7599122986998736e-09,12,0.020054,242,5758,
probe2,140,withdraw,,burn,0,hevm,37370365,1781013047,2496244,3000000,0.8320813333333333,23,0.160934764,1177,4823,
probe2,140,withdraw,,mint,0,arb,471705647,1781013053,3824690,1125899906842624,3.397007120042872e-09,8,0.02,1177,4823,
probe2,141,withdraw,,burn,0,hevm,37374582,1781017195,297774,3000000,0.099258,7,0.121971394,2008,7992,
probe2,141,withdraw,,mint,0,arb,471722296,1781017205,858923,1125899906842624,7.628768727840907e-10,13,0.020116,2008,7992,
probe2,142,withdraw,,burn,0,hevm,37377173,1781019743,648622,3000000,0.21620733333333333,9,0.153482913,819,6181,
probe2,142,withdraw,,mint,0,arb,471732485,1781019750,336631,1125899906842624,2.9898838960207286e-10,5,0.020002,819,6181,
probe2,143,withdraw,,burn,0,hevm,37378365,1781020916,1472494,3000000,0.49083133333333334,7,0.138114195,512,7488,
probe2,143,withdraw,,mint,0,arb,471737183,1781020924,538274,1125899906842624,4.780833506856652e-10,7,0.020062,512,7488,
probe2,144,withdraw,,burn,0,hevm,37382872,1781025349,767642,3000000,0.25588066666666665,6,0.1,2126,6874,
probe2,144,withdraw,,mint,0,arb,471754946,1781025358,436724,1125899906842624,3.878888321651175e-10,7,0.02021,2126,6874,
probe2,145,withdraw,,burn,0,hevm,37385605,1781028037,70967,3000000,0.023655666666666665,3,0.1,694,8306,
probe2,145,withdraw,,mint,0,arb,471765704,1781028046,605430,1125899906842624,5.377298606390468e-10,7,0.02004,694,8306,
probe2,146,withdraw,,burn,0,hevm,37390105,1781032463,1037100,3000000,0.3457,8,0.1,1596,5404,
probe2,146,withdraw,,mint,0,arb,471783392,1781032470,456394,1125899906842624,4.0535930168061896e-10,6,0.020002,1596,5404,
probe2,147,withdraw,,burn,0,hevm,37393519,1781035821,445886,3000000,0.14862866666666666,5,0.412506644,1948,6052,
probe2,147,withdraw,,mint,0,arb,471796791,1781035829,395738,1125899906842624,3.5148595145528816e-10,5,0.02,1948,6052,
probe2,148,withdraw,,burn,0,hevm,37395388,1781037660,1159968,3000000,0.386656,7,0.105102897,0,7000,
probe2,148,withdraw,,mint,0,arb,471804117,1781037667,422037,1125899906842624,3.7484415571498175e-10,3,0.020012,0,7000,
probe2,149,withdraw,,burn,0,hevm,37397682,1781039916,437551,3000000,0.14585033333333333,5,0.1,1196,4804,
probe2,149,withdraw,,mint,0,arb,471813090,1781039922,205189,1125899906842624,1.82244441759849e-10,3,0.02,1196,4804,
probe2,150,withdraw,,burn,0,hevm,37399991,1781042187,1951664,3000000,0.6505546666666666,6,0.259958691,283,5717,
probe2,150,withdraw,,mint,0,arb,471822113,1781042193,1197174,1125899906842624,1.0633041114260777e-09,9,0.020002,283,5717,
probe2,151,withdraw,,burn,0,hevm,37404233,1781046360,70967,3000000,0.023655666666666665,3,0.1,1146,4854,
probe2,151,withdraw,,mint,0,arb,471838679,1781046366,263417,1125899906842624,2.339612947821479e-10,4,0.020038,1146,4854,
probe2,152,withdraw,,burn,0,hevm,37406237,1781048331,32698,3000000,0.010899333333333334,2,0.1,39,5961,
probe2,152,withdraw,,mint,0,arb,471846521,1781048337,170791,1125899906842624,1.516928804790041e-10,2,0.020034,39,5961,
probe2,153,withdraw,,burn,0,hevm,37408128,1781050191,1648634,3000000,0.5495446666666667,15,0.1,732,6268,
probe2,153,withdraw,,mint,0,arb,471853909,1781050198,1207681,1125899906842624,1.072636202081867e-09,13,0.020508,732,6268,
probe2,154,withdraw,,burn,0,hevm,37411864,1781053865,506227,3000000,0.16874233333333333,8,0.233933031,0,7000,
probe2,154,withdraw,,mint,0,arb,471868541,1781053872,250747,1125899906842624,2.227080742045473e-10,3,0.02,0,7000,
probe2,155,withdraw,,burn,0,hevm,37414456,1781056415,32698,3000000,0.010899333333333334,2,0.1,776,6224,
probe2,155,withdraw,,mint,0,arb,471878713,1781056422,985282,1125899906842624,8.751062097189788e-10,6,0.020056,776,6224,
probe2,156,withdraw,,burn,0,hevm,37416764,1781058685,2371832,3000000,0.7906106666666667,4,0.1,716,8284,
probe2,156,withdraw,,mint,0,arb,471887790,1781058694,550392,1125899906842624,4.888462967755913e-10,7,0.02,716,8284,
probe2,157,withdraw,,burn,0,hevm,37421732,1781063572,254297,3000000,0.08476566666666667,4,0.1,972,5028,
probe2,157,withdraw,,mint,0,arb,471907192,1781063578,842672,1125899906842624,7.484430852855439e-10,5,0.02006,972,5028,
probe2,158,withdraw,,burn,0,hevm,37423987,1781065790,58547,3000000,0.019515666666666667,3,0.1,1170,6830,
probe2,158,withdraw,,mint,0,arb,471915943,1781065798,229528,1125899906842624,2.0386181631693034e-10,4,0.020036,1170,6830,
probe2,159,withdraw,,burn,0,hevm,37427789,1781069529,1450626,3000000,0.483542,11,0.1,864,6136,
probe2,159,withdraw,,mint,0,arb,471930744,1781069536,249892,1125899906842624,2.219486816557037e-10,3,0.02,864,6136,
probe2,160,withdraw,,burn,0,hevm,37428631,1781070358,238025,3000000,0.07934166666666667,4,0.1,805,5195,
probe2,160,withdraw,,mint,0,arb,471934007,1781070364,363400,1125899906842624,3.227640377190255e-10,3,0.020106,805,5195,
probe2,161,withdraw,,burn,0,hevm,37431983,1781073655,32518,3000000,0.010839333333333333,2,0.1,510,6490,
probe2,161,withdraw,,mint,0,arb,471947128,1781073662,350508,1125899906842624,3.113136415322515e-10,6,0.020068,510,6490,
probe2,162,withdraw,,burn,0,hevm,37436451,1781078049,1780059,3000000,0.593353,20,0.103092522,732,5268,
probe2,162,withdraw,,mint,0,arb,471964587,1781078055,1333762,1125899906842624,1.1846186254160784e-09,13,0.020156,732,5268,
probe2,163,withdraw,,burn,0,hevm,37440264,1781081800,2392797,3000000,0.797599,12,0.110076466,313,4687,
probe2,163,withdraw,,mint,0,arb,471979545,1781081805,452591,1125899906842624,4.019815591504994e-10,5,0.02,313,4687,
probe2,164,withdraw,,burn,0,hevm,37442523,1781084022,32518,3000000,0.010839333333333333,2,0.1,1003,4997,
probe2,164,withdraw,,mint,0,arb,471988416,1781084028,537584,1125899906842624,4.774705075760721e-10,6,0.02002,1003,4997,
probe2,165,withdraw,,burn,0,hevm,37445982,1781087424,2428753,3000000,0.8095843333333334,11,0.1,1408,4592,
probe2,165,withdraw,,mint,0,arb,472001965,1781087430,1163967,1125899906842624,1.0338103706430957e-09,6,0.020304,1408,4592,
probe2,166,withdraw,,burn,0,hevm,37447880,1781089291,2436649,3000000,0.8122163333333333,9,0.107517886,685,7315,
probe2,166,withdraw,,mint,0,arb,472009411,1781089299,595058,1125899906842624,5.285176740699171e-10,5,0.02003,685,7315,
probe2,167,withdraw,,burn,0,hevm,37449235,1781090624,86036,3000000,0.02867866666666667,4,0.1,1277,6723,
probe2,167,withdraw,,mint,0,arb,472014737,1781090632,309790,1125899906842624,2.751487926389018e-10,5,0.020076,1277,6723,
probe2,168,withdraw,,burn,0,hevm,37452707,1781094039,227066,3000000,0.07568866666666667,3,0.1,1339,5661,
probe2,168,withdraw,,mint,0,arb,472028367,1781094046,334806,1125899906842624,2.9736746398612013e-10,3,0.02,1339,5661,
probe2,169,withdraw,,burn,0,hevm,37457004,1781098265,2875140,3000000,0.95838,13,0.823071103,1846,6154,
probe2,169,withdraw,,mint,0,arb,472045276,1781098273,813007,1125899906842624,7.220952724651397e-10,6,0.020094,1846,6154,
probe2,170,withdraw,,burn,0,hevm,37458532,1781099768,1922228,3000000,0.6407426666666667,5,0.463540663,0,7000,
probe2,170,withdraw,,mint,0,arb,472051297,1781099775,945924,1125899906842624,8.401492834764213e-10,12,0.020264,0,7000,
probe2,171,withdraw,,burn,0,hevm,37460081,1781101292,32698,3000000,0.010899333333333334,2,0.1,78,6922,
probe2,171,withdraw,,mint,0,arb,472057402,1781101299,2731764,1125899906842624,2.426293832513693e-09,8,0.020048,78,6922,
probe2,172,withdraw,,burn,0,hevm,37465753,1781106871,2636641,3000000,0.8788803333333334,21,11.850047187,813,6187,
probe2,172,withdraw,,mint,0,arb,472079729,1781106878,9510582,1125899906842624,8.447093691188456e-09,35,0.020626,813,6187,
probe2,173,withdraw,,burn,0,hevm,37468752,1781109821,918519,3000000,0.306173,14,0.1,693,6307,
probe2,173,withdraw,,mint,0,arb,472091535,1781109828,1600369,1125899906842624,1.4214132093570697e-09,10,0.02,693,6307,
probe2,174,withdraw,,burn,0,hevm,37513634,1781153967,580408,3000000,0.19346933333333333,4,0.1,51,5949,
probe2,174,withdraw,,mint,0,arb,472267069,1781153973,982816,1125899906842624,8.729159617359983e-10,5,0.020042,51,5949,
probe2,175,withdraw,,burn,0,hevm,37515729,1781156028,2128171,3000000,0.7093903333333333,7,0.11172551,1295,4705,
probe2,175,withdraw,,mint,0,arb,472275215,1781156034,381036,1125899906842624,3.384279523288569e-10,4,0.02,1295,4705,
probe2,176,withdraw,,burn,0,hevm,37519167,1781159409,546589,3000000,0.18219633333333332,5,0.1,1907,7093,
probe2,176,withdraw,,mint,0,arb,472288628,1781159418,388200,1125899906842624,3.447908625275886e-10,4,0.020228,1907,7093,
probe2,177,withdraw,,burn,0,hevm,37520423,1781160645,336391,3000000,0.11213033333333333,7,0.1,1287,5713,
probe2,177,withdraw,,mint,0,arb,472293537,1781160652,171221,1125899906842624,1.5207479719947514e-10,2,0.020002,1287,5713,
probe2,178,withdraw,,burn,0,hevm,37526089,1781166218,109476,3000000,0.036492,4,0.1,1230,5770,
probe2,178,withdraw,,mint,0,arb,472315736,1781166225,429954,1125899906842624,3.8187586426374764e-10,6,0.020042,1230,5770,
probe2,179,withdraw,,burn,0,hevm,37527948,1781168046,83824,3000000,0.027941333333333332,3,0.1,0,6000,
probe2,179,withdraw,,mint,0,arb,472323028,1781168052,397069,1125899906842624,3.5266811693190903e-10,3,0.02,0,6000,
probe2,180,withdraw,,burn,0,hevm,37530865,1781170916,32698,3000000,0.010899333333333334,2,0.1,185,6815,
probe2,180,withdraw,,mint,0,arb,472334480,1781170923,1166704,1125899906842624,1.036241314977815e-09,6,0.020002,185,6815,
probe2,181,withdraw,,burn,0,hevm,37533868,1781173869,338422,3000000,0.11280733333333333,3,0.1,567,6433,
probe2,181,withdraw,,mint,0,arb,472346255,1781173876,350161,1125899906842624,3.1100544362061555e-10,5,0.02,567,6433,
probe2,182,withdraw,,burn,0,hevm,37535119,1781175100,1096965,3000000,0.365655,8,0.115727665,1585,3415,
probe2,182,withdraw,,mint,0,arb,472351149,1781175105,382994,1125899906842624,3.4016700567462976e-10,4,0.020036,1585,3415,
probe2,183,withdraw,,burn,0,hevm,37537847,1781177783,32698,3000000,0.010899333333333334,2,0.1,1623,5377,
probe2,183,withdraw,,mint,0,arb,472361856,1781177790,171072,1125899906842624,1.5194245861493982e-10,2,0.02,1623,5377,
probe2,184,withdraw,,burn,0,hevm,37540894,1781180780,2713351,3000000,0.9044503333333334,7,0.131761263,0,7000,
probe2,184,withdraw,,mint,0,arb,472373834,1781180787,1230213,1125899906842624,1.0926486382345502e-09,7,0.02001,0,7000,
probe2,185,withdraw,,burn,0,hevm,37544796,1781184618,2832870,3000000,0.94429,13,0.107515441,958,5042,
probe2,185,withdraw,,mint,0,arb,472389186,1781184624,344073,1125899906842624,3.055982134014812e-10,6,0.02,958,5042,
probe2,186,withdraw,,burn,0,hevm,37547234,1781187016,32698,3000000,0.010899333333333334,2,0.1,796,5204,
probe2,186,withdraw,,mint,0,arb,472398796,1781187022,1271911,1125899906842624,1.129683901979206e-09,12,0.02,796,5204,
probe2,187,withdraw,,burn,0,hevm,37548480,1781188242,1970172,3000000,0.656724,18,0.1,885,5115,
probe2,187,withdraw,,mint,0,arb,472403704,1781188248,3282849,1125899906842624,2.9157556369341364e-09,27,0.020244,885,5115,
probe2,188,withdraw,,burn,0,hevm,37551418,1781191132,289053,3000000,0.096351,3,0.1,2062,35938,
probe2,188,withdraw,,mint,0,arb,472415391,1781191170,918659,1125899906842624,8.159330988632973e-10,6,0.020034,2062,35938,
probe2,189,withdraw,,burn,0,hevm,37554628,1781194289,140763,3000000,0.046921,5,0.1,666,6334,
probe2,189,withdraw,,mint,0,arb,472427879,1781194296,311967,1125899906842624,2.7708235705858897e-10,5,0.020452,666,6334,
probe2,190,withdraw,,burn,0,hevm,37559820,1781199396,1347033,3000000,0.449011,5,0.753136203,2425,3575,
probe2,190,withdraw,,mint,0,arb,472448279,1781199402,912919,1125899906842624,8.108349547342186e-10,14,0.020384,2425,3575,
probe2,191,withdraw,,burn,0,hevm,37560966,1781200523,1258359,3000000,0.419453,10,0.166494133,2175,3825,
probe2,191,withdraw,,mint,0,arb,472452802,1781200529,513286,1125899906842624,4.558895483341985e-10,7,0.020382,2175,3825,
probe2,192,withdraw,,burn,0,hevm,37563391,1781202908,165366,3000000,0.055122,5,0.1,1596,5404,
probe2,192,withdraw,,mint,0,arb,472462370,1781202915,1259684,1125899906842624,1.1188241444415326e-09,8,0.02027,1596,5404,
probe2,193,withdraw,,burn,0,hevm,37568527,1781207960,2811135,3000000,0.937045,18,0.159338364,676,6324,
probe2,193,withdraw,,mint,0,arb,472482590,1781207967,2308861,1125899906842624,2.050680514287251e-09,4,0.020122,676,6324,
probe2,194,withdraw,,burn,0,hevm,37569993,1781209402,1572131,3000000,0.5240436666666667,4,0.109372595,917,4083,
probe2,194,withdraw,,mint,0,arb,472488335,1781209407,580792,1125899906842624,5.158469207344751e-10,5,0.020068,917,4083,
probe2,195,withdraw,,burn,0,hevm,37572966,1781212326,32698,3000000,0.010899333333333334,2,0.187818836,2486,3514,
probe2,195,withdraw,,mint,0,arb,472500011,1781212332,819867,1125899906842624,7.281881764242826e-10,7,0.020026,2486,3514,
probe2,196,withdraw,,burn,0,hevm,37576019,1781215329,868307,3000000,0.28943566666666665,15,0.1,1546,5454,
probe2,196,withdraw,,mint,0,arb,472512000,1781215336,2103384,1125899906842624,1.8681802771425282e-09,6,0.020106,1546,5454,
probe2,197,withdraw,,burn,0,hevm,37580608,1781219843,2120597,3000000,0.7068656666666666,13,0.108318616,1190,5810,
probe2,197,withdraw,,mint,0,arb,472529962,1781219850,233555,1125899906842624,2.0743851081306275e-10,3,0.02007,1190,5810,
probe2,198,withdraw,,burn,0,hevm,37581789,1781221005,1855882,3000000,0.6186273333333333,9,0.103664983,1544,5456,
probe2,198,withdraw,,mint,0,arb,472534586,1781221012,689494,1125899906842624,6.123936913127181e-10,4,0.020032,1544,5456,
probe2,199,withdraw,,burn,0,hevm,37585818,1781224968,1773383,3000000,0.5911276666666667,9,0.129188241,1957,4043,
probe2,199,withdraw,,mint,0,arb,472550391,1781224974,244599,1125899906842624,2.1724755328023093e-10,4,0.02,1957,4043,
probe2,200,withdraw,,burn,0,hevm,37587292,1781226418,808964,3000000,0.26965466666666665,5,0.1,1794,3206,
probe2,200,withdraw,,mint,0,arb,472556165,1781226423,348587,1125899906842624,3.0960745078800755e-10,5,0.02,1794,3206,
probe2,201,withdraw,,burn,0,hevm,37591041,1781230105,71207,3000000,0.023735666666666665,4,0.1,2466,6534,
probe2,201,withdraw,,mint,0,arb,472570885,1781230114,1170874,1125899906842624,1.0399450189879644e-09,5,0.02,2466,6534,
probe2,202,withdraw,,burn,0,hevm,37592624,1781231662,907576,3000000,0.3025253333333333,12,0.1,2446,3554,
probe2,202,withdraw,,mint,0,arb,472577076,1781231668,171167,1125899906842624,1.5202683556481134e-10,2,0.02,2446,3554,
probe2,203,withdraw,,burn,0,hevm,37596054,1781235036,70967,3000000,0.023655666666666665,3,0.1,3350,2650,
probe2,203,withdraw,,mint,0,arb,472590513,1781235042,170934,1125899906842624,1.518198899930212e-10,2,0.02,3350,2650,
probe2,204,withdraw,,burn,0,hevm,37597437,1781236396,139816,3000000,0.04660533333333333,5,0.1,0,5000,
probe2,204,withdraw,,mint,0,arb,472595910,1781236401,170946,1125899906842624,1.518305481340576e-10,2,0.020026,0,5000,
probe2,205,withdraw,,burn,0,hevm,37600970,1781239871,70967,3000000,0.023655666666666665,4,0.228490289,0,6000,
probe2,205,withdraw,,mint,0,arb,472609711,1781239877,2319356,1125899906842624,2.0600019468020037e-09,7,0.02,0,6000,
probe2,206,withdraw,,burn,0,hevm,37602954,1781241823,86536,3000000,0.028845333333333334,4,0.1,669,6331,
probe2,206,withdraw,,mint,0,arb,472617480,1781241830,1331928,1125899906842624,1.1829897061943484e-09,7,0.020058,669,6331,
probe2,207,withdraw,,burn,0,hevm,37604916,1781243753,845092,3000000,0.28169733333333336,6,0.1,1311,4689,
probe2,207,withdraw,,mint,0,arb,472625177,1781243759,170910,1125899906842624,1.517985737109484e-10,2,0.020022,1311,4689,
probe2,208,withdraw,,burn,0,hevm,37606108,1781244925,70967,3000000,0.023655666666666665,4,0.253570254,2775,6225,
probe2,208,withdraw,,mint,0,arb,472629868,1781244934,170832,1125899906842624,1.517292957942118e-10,2,0.020086,2775,6225,
probe2,209,withdraw,,burn,0,hevm,37608571,1781247348,2825202,3000000,0.941734,30,0.217701525,2801,3199,
probe2,209,withdraw,,mint,0,arb,472639545,1781247354,1970779,1125899906842624,1.7504033777981931e-09,11,0.02004,2801,3199,
probe2,210,withdraw,,burn,0,hevm,37612042,1781250762,660575,3000000,0.22019166666666667,10,0.168586624,3260,2740,
probe2,210,withdraw,,mint,0,arb,472653173,1781250768,311978,1125899906842624,2.7709212702120567e-10,4,0.020026,3260,2740,
