analysis,experiment_id,direction,group,role,rel_offset,chain,block_number,block_ts,gas_used,gas_limit,gas_ratio,tx_count,base_fee_gwei,a2m_ms,iris_wait_ms,err
probe2,16,deposit,slow,burn,0,arb,470293143,1780658324,240563,1125899906842624,2.1366286517832123e-10,4,0.020014,1715,8285,
probe2,16,deposit,slow,mint,0,hevm,37009828,1780658334,593817,3000000,0.197939,4,5.004449985,1715,8285,
probe2,17,deposit,fast,burn,0,arb,470310681,1780662700,2611375,1125899906842624,2.3193669207444145e-09,13,0.020648,2042,3958,
probe2,17,deposit,fast,mint,0,hevm,37014273,1780662706,2281524,3000000,0.760508,17,9.093489316,2042,3958,
probe2,18,deposit,slow,burn,0,arb,470313877,1780663496,892004,1125899906842624,7.922587030861905e-10,7,0.02,2655,8345,
probe2,18,deposit,slow,mint,0,hevm,37015088,1780663507,489913,3000000,0.16330433333333333,3,0.1,2655,8345,
probe2,19,deposit,slow,burn,0,arb,470334050,1780668516,13034877,1125899906842624,1.157729645484551e-08,20,0.023898,79629,8371,
probe2,19,deposit,slow,mint,0,hevm,37020270,1780668604,1290436,3000000,0.4301453333333333,8,21.410822253,79629,8371,
probe2,20,deposit,fast,burn,0,arb,470338878,1780669713,1985823,1125899906842624,1.7637651339441618e-09,12,0.02044,1458,5542,
probe2,20,deposit,fast,mint,0,hevm,37021404,1780669720,1496629,3000000,0.4988763333333333,9,0.42643229,1458,5542,
probe2,21,deposit,fast,burn,0,arb,470360539,1780675097,901519,1125899906842624,8.007097207496372e-10,7,0.020446,2687,4313,
probe2,21,deposit,fast,mint,0,hevm,37026878,1780675104,787704,3000000,0.262568,8,0.84665026,2687,4313,
probe2,22,deposit,fast,burn,0,arb,470366047,1780676468,3345990,1125899906842624,2.971836110532422e-09,14,0.025156,2612,4388,
probe2,22,deposit,fast,mint,0,hevm,37028272,1780676475,1812241,3000000,0.6040803333333333,10,16.616210225,2612,4388,
probe2,23,deposit,fast,burn,0,arb,470375102,1780678713,3825567,1125899906842624,3.397786052516949e-09,9,0.021008,2234,3766,
probe2,23,deposit,fast,mint,0,hevm,37030553,1780678719,581588,3000000,0.19386266666666666,3,1.06271902,2234,3766,
probe2,24,deposit,fast,burn,0,arb,470388055,1780681939,466545,1125899906842624,4.1437520081899493e-10,4,0.020626,2965,4035,
probe2,24,deposit,fast,mint,0,hevm,37033834,1780681946,950916,3000000,0.316972,6,0.377809416,2965,4035,
probe2,25,deposit,slow,burn,0,arb,470396356,1780684007,1126192,1125899906842624,1.0002594308389234e-09,13,0.020312,0,7000,
probe2,25,deposit,slow,mint,0,hevm,37035936,1780684014,1488473,3000000,0.49615766666666666,9,1.179821971,0,7000,
probe2,26,deposit,slow,burn,0,arb,470402129,1780685444,15329282,1125899906842624,1.3615137461897575e-08,98,0.020244,1835,8165,
probe2,26,deposit,slow,mint,0,hevm,37037400,1780685454,982426,3000000,0.32747533333333334,5,1.181485809,1835,8165,
probe2,27,deposit,slow,burn,0,arb,470422410,1780690488,1602891,1125899906842624,1.4236531953315534e-09,12,0.02034,2279,8721,
probe2,27,deposit,slow,mint,0,hevm,37042529,1780690499,2417569,3000000,0.8058563333333333,20,0.166806182,2279,8721,
probe2,28,deposit,slow,burn,0,arb,470427399,1780691728,2025965,1125899906842624,1.7994183920677642e-09,8,0.0204,2382,8618,
probe2,28,deposit,slow,mint,0,hevm,37043790,1780691739,2610948,3000000,0.870316,19,0.14490675,2382,8618,
probe2,29,deposit,fast,burn,0,arb,470439572,1780694758,4554068,1125899906842624,4.04482491944691e-09,34,0.020158,2647,3353,
probe2,29,deposit,fast,mint,0,hevm,37046866,1780694764,474783,3000000,0.158261,3,0.155755513,2647,3353,
probe2,30,deposit,fast,burn,0,arb,470453266,1780698175,154745,1125899906842624,1.3744116955649588e-10,3,0.02,3255,3745,
probe2,30,deposit,fast,mint,0,hevm,37050341,1780698182,1997880,3000000,0.66596,12,0.1,3255,3745,
probe2,31,deposit,fast,burn,0,arb,470465944,1780701339,227147,1125899906842624,2.0174706349962435e-10,4,0.02,3681,3319,
probe2,31,deposit,fast,mint,0,hevm,37053557,1780701346,318591,3000000,0.106197,3,0.123702069,3681,3319,
probe2,32,deposit,fast,burn,0,arb,470481213,1780705149,635454,1125899906842624,5.643965295121234e-10,7,0.020092,3337,3663,
probe2,32,deposit,fast,mint,0,hevm,37057431,1780705156,332321,3000000,0.11077366666666667,2,0.1,3337,3663,
probe2,33,deposit,slow,burn,0,arb,470489999,1780707346,197471,1125899906842624,1.7538948071660343e-10,4,0.02006,2010,7990,
probe2,33,deposit,slow,mint,0,hevm,37059667,1780707356,788351,3000000,0.2627836666666667,4,0.174336431,2010,7990,
probe2,34,deposit,slow,burn,0,arb,470499799,1780709804,550505,1125899906842624,4.889466609370174e-10,4,0.020126,0,6000,
probe2,34,deposit,slow,mint,0,hevm,37062162,1780709810,1089457,3000000,0.36315233333333335,2,0.1,0,6000,
probe2,35,deposit,slow,burn,0,arb,470518112,1780714405,218439,1125899906842624,1.9401280582087566e-10,4,0.02,0,7000,
probe2,35,deposit,slow,mint,0,hevm,37066841,1780714412,384734,3000000,0.12824466666666667,2,0.1,0,7000,
probe2,36,deposit,fast,burn,0,arb,470529387,1780717232,364901,1125899906842624,3.240971935269954e-10,5,0.020006,3122,2878,
probe2,36,deposit,fast,mint,0,hevm,37069714,1780717238,1370956,3000000,0.45698533333333335,7,0.102843016,3122,2878,
probe2,37,deposit,fast,burn,0,arb,470537452,1780719249,875678,1125899906842624,7.777583022061663e-10,8,0.0202,3570,3430,
probe2,37,deposit,fast,mint,0,hevm,37071766,1780719256,1440937,3000000,0.48031233333333334,7,0.1286505,3570,3430,
probe2,38,deposit,slow,burn,0,arb,470545539,1780721265,4026173,1125899906842624,3.5759599725793123e-09,9,0.020164,3711,8289,
probe2,38,deposit,slow,mint,0,hevm,37073820,1780721277,2741385,3000000,0.913795,10,0.991157807,3711,8289,
probe2,39,deposit,fast,burn,0,arb,470559811,1780724815,421596,1125899906842624,3.74452469031894e-10,5,0.02007,2686,4314,
probe2,39,deposit,fast,mint,0,hevm,37077425,1780724822,1220759,3000000,0.4069196666666667,14,0.1,2686,4314,
probe2,40,deposit,fast,burn,0,arb,470565489,1780726230,656731,1125899906842624,5.832943017480829e-10,5,0.020058,3733,3267,
probe2,40,deposit,fast,mint,0,hevm,37078863,1780726237,2175211,3000000,0.7250703333333334,10,0.116065278,3733,3267,
probe2,41,deposit,fast,burn,0,arb,470582338,1780730448,112342,1125899906842624,9.977974002595147e-11,2,0.020026,2370,3630,
probe2,41,deposit,fast,mint,0,hevm,37083150,1780730454,916029,3000000,0.305343,7,0.101707683,2370,3630,
probe2,42,deposit,fast,burn,0,arb,470587120,1780731651,307806,1125899906842624,2.7338664665421675e-10,3,0.02,1957,4043,
probe2,42,deposit,fast,mint,0,hevm,37084373,1780731657,288468,3000000,0.096156,1,0.1,1957,4043,
probe2,43,deposit,slow,burn,0,arb,470596672,1780734055,133596,1125899906842624,1.1865708415825793e-10,3,0.020012,0,6000,
probe2,43,deposit,slow,mint,0,hevm,37086818,1780734061,292351,3000000,0.09745033333333333,2,0.1,0,6000,
probe2,44,deposit,fast,burn,0,arb,470609386,1780737236,1703096,1125899906842624,1.5126531138776045e-09,12,0.020012,2446,2554,
probe2,44,deposit,fast,mint,0,hevm,37089963,1780737241,1564199,3000000,0.5213996666666667,5,0.1,2446,2554,
probe2,45,deposit,fast,burn,0,arb,470619635,1780739812,1239166,1125899906842624,1.1006004996261254e-09,10,0.02,3285,2715,
probe2,45,deposit,fast,mint,0,hevm,37092582,1780739818,292397,3000000,0.09746566666666667,2,0.1,3285,2715,
probe2,46,deposit,fast,burn,0,arb,470633141,1780743191,204355,1125899906842624,1.815037009578191e-10,4,0.020002,3235,3765,
probe2,46,deposit,fast,mint,0,hevm,37096019,1780743198,2576277,3000000,0.858759,5,0.19872837,3235,3765,
probe2,47,deposit,slow,burn,0,arb,470651801,1780747864,327987,1125899906842624,2.91310975342185e-10,5,0.020024,1328,8672,
probe2,47,deposit,slow,mint,0,hevm,37100773,1780747874,309865,3000000,0.10328833333333333,2,0.179700054,1328,8672,
probe2,48,deposit,fast,burn,0,arb,470664230,1780750980,313709,1125899906842624,2.786295638657066e-10,5,0.020006,3434,2566,
probe2,48,deposit,fast,mint,0,hevm,37103937,1780750986,637707,3000000,0.212569,3,0.1,3434,2566,
probe2,49,deposit,fast,burn,0,arb,470669016,1780752180,898404,1125899906842624,7.979430449722713e-10,4,0.020058,1619,4381,
probe2,49,deposit,fast,mint,0,hevm,37105157,1780752186,303903,3000000,0.101301,2,0.1,1619,4381,
probe2,50,deposit,fast,burn,0,arb,470687518,1780756806,216730,1125899906842624,1.9249490890160814e-10,4,0.020002,2903,3097,
probe2,50,deposit,fast,mint,0,hevm,37109860,1780756812,1622772,3000000,0.540924,7,0.1,2903,3097,
probe2,51,deposit,slow,burn,0,arb,470692765,1780758116,365933,1125899906842624,3.2501379365612593e-10,4,0.020052,2878,8122,
probe2,51,deposit,slow,mint,0,hevm,37111197,1780758127,1389879,3000000,0.463293,11,0.102705783,2878,8122,
probe2,52,deposit,slow,burn,0,arb,470704459,1780761043,383678,1125899906842624,3.4077451971370465e-10,6,0.020004,0,7000,
probe2,52,deposit,slow,mint,0,hevm,37114168,1780761050,774377,3000000,0.25812566666666664,2,0.1,0,7000,
probe2,53,deposit,fast,burn,0,arb,470722989,1780765686,1974154,1125899906842624,1.753400979964681e-09,16,0.020124,3212,3788,
probe2,53,deposit,fast,mint,0,hevm,37118889,1780765693,271380,3000000,0.09046,1,0.1,3212,3788,
probe2,54,deposit,fast,burn,0,arb,470729210,1780767245,600582,1125899906842624,5.334239716603406e-10,8,0.02,3773,3227,
probe2,54,deposit,fast,mint,0,hevm,37120474,1780767252,1387759,3000000,0.4625863333333333,9,0.102664666,3773,3227,
probe2,55,deposit,slow,burn,0,arb,470745997,1780771463,480902,1125899906842624,4.271267783906296e-10,5,0.02012,0,7000,
probe2,55,deposit,slow,mint,0,hevm,37124762,1780771470,355261,3000000,0.11842033333333334,3,0.1,0,7000,
probe2,56,deposit,fast,burn,0,arb,470750779,1780772662,112728,1125899906842624,1.0012257689595572e-10,2,0.020054,3584,4416,
probe2,56,deposit,fast,mint,0,hevm,37125982,1780772670,271368,3000000,0.090456,1,0.1,3584,4416,
probe2,57,deposit,slow,burn,0,arb,470763619,1780775910,838137,1125899906842624,7.444151961522039e-10,5,0.02,3406,7594,
probe2,57,deposit,slow,mint,0,hevm,37129287,1780775921,2704314,3000000,0.901438,18,0.177442906,3406,7594,
probe2,58,deposit,fast,burn,0,arb,470773497,1780778434,1771249,1125899906842624,1.5731851377154271e-09,4,0.020044,2798,4202,
probe2,58,deposit,fast,mint,0,hevm,37131849,1780778441,2693610,3000000,0.89787,24,0.1,2798,4202,
probe2,59,deposit,slow,burn,0,arb,470788579,1780782235,144568,1125899906842624,1.284021777792077e-10,3,0.02,0,7000,
probe2,59,deposit,slow,mint,0,hevm,37135714,1780782242,271339,3000000,0.09044633333333334,1,0.1,0,7000,
probe2,60,deposit,fast,burn,0,arb,470793317,1780783435,221365,1125899906842624,1.9661161587691822e-10,5,0.02,5095,2905,
probe2,60,deposit,fast,mint,0,hevm,37136935,1780783443,2769527,3000000,0.9231756666666666,19,0.462628639,5095,2905,
probe2,61,deposit,slow,burn,0,arb,470809233,1780787509,215976,1125899906842624,1.9182522237315425e-10,3,0.020096,3110,8890,
probe2,61,deposit,slow,mint,0,hevm,37141081,1780787521,331373,3000000,0.11045766666666666,3,0.1,3110,8890,
probe2,62,deposit,slow,burn,0,arb,470821278,1780790577,194646,1125899906842624,1.7288037668095058e-10,4,0.02,0,6000,
probe2,62,deposit,slow,mint,0,hevm,37144194,1780790583,1142243,3000000,0.38074766666666665,5,0.1,0,6000,
probe2,63,deposit,fast,burn,0,arb,470835301,1780794127,3005024,1125899906842624,2.668997467480949e-09,20,0.020036,3412,3588,
probe2,63,deposit,fast,mint,0,hevm,37147804,1780794134,1111323,3000000,0.370441,5,0.118583968,3412,3588,
probe2,64,deposit,fast,burn,0,arb,470850672,1780797975,341702,1125899906842624,3.034923423683722e-10,6,0.02,3203,3797,
probe2,64,deposit,fast,mint,0,hevm,37151716,1780797982,563753,3000000,0.18791766666666668,3,0.1,3203,3797,
probe2,65,deposit,fast,burn,0,arb,470862610,1780800962,360271,1125899906842624,3.199849274437838e-10,4,0.020062,2040,3960,
probe2,65,deposit,fast,mint,0,hevm,37154752,1780800968,1261868,3000000,0.42062266666666664,5,0.1,2040,3960,
probe2,66,deposit,fast,burn,0,arb,470869856,1780802791,2078804,1125899906842624,1.8463488515862991e-09,7,0.02,2442,3558,
probe2,66,deposit,fast,mint,0,hevm,37156611,1780802797,358267,3000000,0.11942233333333334,3,0.1,2442,3558,
probe2,67,deposit,fast,burn,0,arb,470878807,1780805059,1060667,1125899906842624,9.420615398880727e-10,5,0.020032,2290,3710,
probe2,67,deposit,fast,mint,0,hevm,37158917,1780805065,1349392,3000000,0.4497973333333333,4,0.1,2290,3710,
probe2,68,deposit,slow,burn,0,arb,470890218,1780807946,591417,1125899906842624,5.25283816443789e-10,4,0.02,4587,6413,
probe2,68,deposit,slow,mint,0,hevm,37161857,1780807957,589958,3000000,0.19665266666666667,3,0.1,4587,6413,
probe2,69,deposit,fast,burn,0,arb,470904636,1780811583,670953,1125899906842624,5.959259752330581e-10,4,0.02014,2608,4392,
probe2,69,deposit,fast,mint,0,hevm,37165551,1780811590,507281,3000000,0.16909366666666667,4,0.1,2608,4392,
probe2,70,deposit,fast,burn,0,arb,470909752,1780812879,2623976,1125899906842624,2.330558857011056e-09,9,0.020032,3419,3581,
probe2,70,deposit,fast,mint,0,hevm,37166868,1780812886,497926,3000000,0.16597533333333334,3,0.1,3419,3581,
probe2,71,deposit,fast,burn,0,arb,470923067,1780816210,571708,1125899906842624,5.077787079699192e-10,3,0.020032,3498,3502,
probe2,71,deposit,fast,mint,0,hevm,37170255,1780816217,876185,3000000,0.29206166666666666,3,0.1,3498,3502,
probe2,72,deposit,slow,burn,0,arb,470935964,1780819453,991616,1125899906842624,8.807319318293594e-10,11,0.020214,2747,9253,
probe2,72,deposit,slow,mint,0,hevm,37173557,1780819465,2198596,3000000,0.7328653333333334,7,0.1,2747,9253,
probe2,73,deposit,slow,burn,0,arb,470943757,1780821410,6716717,1125899906842624,5.965643090632966e-09,13,0.020014,2030,8970,
probe2,73,deposit,slow,mint,0,hevm,37175546,1780821421,1644815,3000000,0.5482716666666667,8,0.242785086,2030,8970,
probe2,74,deposit,slow,burn,0,arb,470953790,1780823920,739957,1125899906842624,6.572138389060456e-10,6,0.02,3019,7981,
probe2,74,deposit,slow,mint,0,hevm,37178097,1780823931,621496,3000000,0.20716533333333334,2,0.13551073,3019,7981,
probe2,75,deposit,fast,burn,0,arb,470967722,1780827417,1269706,1125899906842624,1.1277254685637672e-09,5,0.02,6819,181,
probe2,75,deposit,fast,mint,0,hevm,37181649,1780827424,1069685,3000000,0.35656166666666667,4,0.1,6819,181,
probe2,76,deposit,fast,burn,0,arb,470984156,1780831568,541404,1125899906842624,4.808633491393266e-10,4,0.02002,2033,5967,
probe2,76,deposit,fast,mint,0,hevm,37185870,1780831576,517217,3000000,0.17240566666666668,3,0.1,2033,5967,
probe2,77,deposit,fast,burn,0,arb,470991435,1780833395,1382106,1125899906842624,1.2275567229380613e-09,3,0.02,3957,3043,
probe2,77,deposit,fast,mint,0,hevm,37187726,1780833402,737531,3000000,0.24584366666666665,4,0.1,3957,3043,
probe2,78,deposit,slow,burn,0,arb,470998730,1780835220,340987,1125899906842624,3.028572947982866e-10,4,0.02,814,10186,
probe2,78,deposit,slow,mint,0,hevm,37189586,1780835231,313505,3000000,0.10450166666666667,2,0.1,814,10186,
probe2,79,deposit,slow,burn,0,arb,471020140,1780840596,2504934,1125899906842624,2.2248283215731135e-09,7,0.020032,0,10000,
probe2,79,deposit,slow,mint,0,hevm,37195050,1780840606,1095908,3000000,0.36530266666666666,2,0.1,0,10000,
probe2,80,deposit,slow,burn,0,arb,471029082,1780842857,112382,1125899906842624,9.981526716273947e-11,2,0.020114,3659,8341,
probe2,80,deposit,slow,mint,0,hevm,37197351,1780842869,1081513,3000000,0.3605043333333333,4,0.1,3659,8341,
probe2,81,deposit,fast,burn,0,arb,471038662,1780845258,602405,1125899906842624,5.350431209194539e-10,7,0.020054,3804,2196,
probe2,81,deposit,fast,mint,0,hevm,37199786,1780845264,1341888,3000000,0.447296,6,0.1,3804,2196,
probe2,82,deposit,fast,burn,0,arb,471053365,1780848945,1309321,1125899906842624,1.1629106566601877e-09,7,0.020084,4102,2898,
probe2,82,deposit,fast,mint,0,hevm,37203535,1780848952,581274,3000000,0.193758,3,0.1,4102,2898,
probe2,83,deposit,fast,burn,0,arb,471062728,1780851304,826775,1125899906842624,7.34323712947571e-10,6,0.020066,2377,3623,
probe2,83,deposit,fast,mint,0,hevm,37205933,1780851310,288480,3000000,0.09616,1,0.1,2377,3623,
probe2,84,deposit,tail,burn,0,arb,471068107,1780852654,502999,1125899906842624,4.467528569307433e-10,6,0.02,0,10000,
probe2,84,deposit,tail,mint,0,hevm,37207309,1780852664,817205,3000000,0.27240166666666665,4,0.1,0,10000,
probe2,85,deposit,fast,burn,0,arb,471082098,1780856169,113030,1125899906842624,1.0039080677870516e-10,2,0.02,4353,2647,
probe2,85,deposit,fast,mint,0,hevm,37210880,1780856176,390146,3000000,0.13004866666666667,2,0.1,4353,2647,
probe2,86,deposit,fast,burn,0,arb,471090901,1780858376,112838,1125899906842624,1.0022027652212273e-10,2,0.020244,1746,3254,
probe2,86,deposit,fast,mint,0,hevm,37213122,1780858381,271380,3000000,0.09046,1,0.1,1746,3254,
probe2,87,deposit,fast,burn,0,arb,471103943,1780861647,253535,1125899906842624,2.2518431563867125e-10,5,0.020002,4600,2400,
probe2,87,deposit,fast,mint,0,hevm,37216449,1780861654,1600614,3000000,0.533538,12,1.203516463,4600,2400,
probe2,88,deposit,fast,burn,0,arb,471113951,1780864156,150058,1125899906842624,1.332782773033614e-10,3,0.021216,4213,1787,
probe2,88,deposit,fast,mint,0,hevm,37218999,1780864162,357032,3000000,0.11901066666666667,3,0.1,4213,1787,
probe2,89,deposit,fast,burn,0,arb,471130660,1780868359,512112,1125899906842624,4.5484682686947053e-10,4,0.02,1555,4445,
probe2,89,deposit,fast,mint,0,hevm,37223272,1780868365,271363,3000000,0.09045433333333333,1,0.1,1555,4445,
probe2,90,deposit,fast,burn,0,arb,471137932,1780870204,328600,1125899906842624,2.9185542871346115e-10,6,0.020122,2643,4357,
probe2,90,deposit,fast,mint,0,hevm,37225149,1780870211,292397,3000000,0.09746566666666667,2,0.1,2643,4357,
probe2,91,deposit,fast,burn,0,arb,471149093,1780872987,567871,1125899906842624,5.043707673735298e-10,6,0.02,2836,4164,
probe2,91,deposit,fast,mint,0,hevm,37227978,1780872994,585198,3000000,0.195066,3,2.352142488,2836,4164,
probe2,92,deposit,fast,burn,0,arb,471159764,1780875673,1938014,1125899906842624,1.7213022118767185e-09,6,0.02,2454,4546,
probe2,92,deposit,fast,mint,0,hevm,37230709,1780875680,367218,3000000,0.122406,3,0.107476733,2454,4546,
probe2,93,deposit,slow,burn,0,arb,471181647,1780881162,2502753,1125899906842624,2.2228912044397475e-09,7,0.020036,1090,8910,
probe2,93,deposit,slow,mint,0,hevm,37236292,1780881172,1782621,3000000,0.594207,9,0.256953615,1090,8910,
probe2,94,deposit,fast,burn,0,arb,471190220,1780883320,266557,1125899906842624,2.367501750200063e-10,4,0.02,2088,3912,
probe2,94,deposit,fast,mint,0,hevm,37238482,1780883326,2886593,3000000,0.9621976666666666,19,0.168096687,2088,3912,
probe2,95,deposit,fast,burn,0,arb,471197085,1780885053,865801,1125899906842624,7.689857639547881e-10,7,0.020032,2502,4498,
probe2,95,deposit,fast,mint,0,hevm,37240245,1780885060,528769,3000000,0.17625633333333332,6,0.1,2502,4498,
probe2,96,deposit,fast,burn,0,arb,471214593,1780889501,180205,1125899906842624,1.6005419212206107e-10,4,0.020164,2421,4579,
probe2,96,deposit,fast,mint,0,hevm,37244767,1780889508,2786044,3000000,0.9286813333333334,15,0.1,2421,4579,
probe2,97,deposit,fast,burn,0,arb,471228189,1780892948,112774,1125899906842624,1.0016343310326192e-10,2,0.020002,2304,3696,
probe2,97,deposit,fast,mint,0,hevm,37248271,1780892954,817933,3000000,0.2726443333333333,4,0.1,2304,3696,
probe2,98,deposit,fast,burn,0,arb,471233074,1780894188,600702,1125899906842624,5.335305530707046e-10,6,0.020098,2820,3180,
probe2,98,deposit,fast,mint,0,hevm,37249531,1780894194,2886899,3000000,0.9622996666666667,18,0.529281241,2820,3180,
probe2,99,deposit,fast,burn,0,arb,471240989,1780896193,673509,1125899906842624,5.981961592738116e-10,5,0.020024,2804,4196,
probe2,99,deposit,fast,mint,0,hevm,37251571,1780896200,352473,3000000,0.117491,3,0.1,2804,4196,
probe2,100,deposit,fast,burn,0,arb,471253014,1780899220,1698620,1125899906842624,1.5086776272710267e-09,9,0.020032,3324,3676,
probe2,100,deposit,fast,mint,0,hevm,37254648,1780899227,783567,3000000,0.261189,6,0.110478501,3324,3676,
probe2,101,deposit,slow,burn,0,arb,471269779,1780903430,112602,1125899906842624,1.000106664150735e-10,2,0.02,1955,8045,
probe2,101,deposit,slow,mint,0,hevm,37258931,1780903440,820442,3000000,0.27348066666666665,7,0.1,1955,8045,
probe2,102,deposit,fast,burn,0,arb,471274663,1780904653,305278,1125899906842624,2.7114133160921483e-10,6,0.02,3116,3884,
probe2,102,deposit,fast,mint,0,hevm,37260172,1780904660,412639,3000000,0.13754633333333333,7,0.1,3116,3884,
probe2,103,deposit,fast,burn,0,arb,471289485,1780908364,3801176,1125899906842624,3.3761224926820432e-09,9,0.02036,3056,2944,
probe2,103,deposit,fast,mint,0,hevm,37263944,1780908370,721814,3000000,0.24060466666666666,7,0.185316381,3056,2944,
probe2,104,deposit,slow,burn,0,arb,471294091,1780909518,281329,1125899906842624,2.4987034663581653e-10,3,0.02,2942,8058,
probe2,104,deposit,slow,mint,0,hevm,37265122,1780909529,342575,3000000,0.11419166666666666,3,0.1,2942,8058,
probe2,105,deposit,slow,burn,0,arb,471310875,1780913724,5224244,1125899906842624,4.640060780047861e-09,5,0.020056,0,6000,
probe2,105,deposit,slow,mint,0,hevm,37269393,1780913730,1032466,3000000,0.3441553333333333,5,0.1,0,6000,
probe2,106,deposit,fast,burn,0,arb,471322374,1780916608,113540,1125899906842624,1.0084377777275222e-10,2,0.02,2867,3133,
probe2,106,deposit,fast,mint,0,hevm,37272325,1780916614,321171,3000000,0.107057,2,0.1,2867,3133,
probe2,107,deposit,slow,burn,0,arb,471337859,1780920481,1086881,1125899906842624,9.653442489820918e-10,5,0.020014,3255,8745,
probe2,107,deposit,slow,mint,0,hevm,37276269,1780920493,939423,3000000,0.313141,4,0.1,3255,8745,
probe2,108,deposit,slow,burn,0,arb,471361099,1780926293,1674032,1125899906842624,1.48683909628744e-09,12,0.02009,2695,9305,
probe2,108,deposit,slow,mint,0,hevm,37282178,1780926305,2871905,3000000,0.9573016666666667,9,9.162363527,2695,9305,
probe2,109,deposit,fast,burn,0,arb,471366921,1780927747,2022353,1125899906842624,1.7962102916158074e-09,18,0.02,2317,4683,
probe2,109,deposit,fast,mint,0,hevm,37283651,1780927754,2176544,3000000,0.7255146666666666,9,0.142400917,2317,4683,
probe2,110,deposit,fast,burn,0,arb,471382857,1780931731,4927387,1125899906842624,4.376398798910941e-09,10,0.020178,4024,3976,
probe2,110,deposit,fast,mint,0,hevm,37287702,1780931739,1156584,3000000,0.385528,7,2.836699447,4024,3976,
probe2,111,deposit,slow,burn,0,arb,471397110,1780935294,752209,1125899906842624,6.680958009042115e-10,5,0.020014,1950,8050,
probe2,111,deposit,slow,mint,0,hevm,37291327,1780935304,2202322,3000000,0.7341073333333333,15,0.83698686,1950,8050,
probe2,112,deposit,fast,burn,0,arb,471407514,1780937900,3832256,1125899906842624,3.403727077966323e-09,5,0.02009,2025,2975,
probe2,112,deposit,fast,mint,0,hevm,37293971,1780937905,602739,3000000,0.200913,5,0.257139422,2025,2975,
probe2,113,deposit,slow,burn,0,arb,471426484,1780942656,816647,1125899906842624,7.253282419128482e-10,4,0.02,0,6000,
probe2,113,deposit,slow,mint,0,hevm,37298807,1780942662,652212,3000000,0.217404,5,0.1,0,6000,
probe2,114,deposit,fast,burn,0,arb,471432503,1780944171,565706,1125899906842624,5.02447861094879e-10,6,0.02,2859,4141,
probe2,114,deposit,fast,mint,0,hevm,37300348,1780944178,527155,3000000,0.17571833333333334,4,0.1,2859,4141,
probe2,115,deposit,fast,burn,0,arb,471447103,1780947841,254365,1125899906842624,2.2592150372702235e-10,6,0.02026,1624,4376,
probe2,115,deposit,fast,mint,0,hevm,37304079,1780947847,523712,3000000,0.17457066666666668,6,0.1,1624,4376,
probe2,116,deposit,fast,burn,0,arb,471462102,1780951623,306294,1125899906842624,2.7204372088363016e-10,7,0.020096,2089,3911,
probe2,116,deposit,fast,mint,0,hevm,37307924,1780951629,834271,3000000,0.27809033333333333,5,0.102762975,2089,3911,
probe2,117,deposit,fast,burn,0,arb,471467198,1780952914,115044,1125899906842624,1.0217959811598121e-10,2,0.020186,2675,3325,
probe2,117,deposit,fast,mint,0,hevm,37309236,1780952920,304049,3000000,0.10134966666666667,2,0.1,2675,3325,
probe2,118,deposit,fast,burn,0,arb,471485699,1780957624,416859,1125899906842624,3.702451678577745e-10,6,0.020004,2637,3363,
